Name,Grade,Class,Brood,Belong,Level,Hp,HpUp,Def,DefUp,Atk,AtkAdd,AtkSpeed,AtkSpeedUp,MoveSpeed,AtkRange1,AtkRange2,CognitiveRange,UpgradeCost,BuyCost,CellCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,1,15,2,0,0.5,6,3.5,1,0.02,1,1,1,4,4,27,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,2,17,2,0.5,0.5,9.5,3.5,1.02,0.02,1,1,1,4,8,31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??,,,?�래??,종족,,,진영,,,체력,,,,방어??,,공격??(?�량),,공격?�도,,,,,,?�거�?
Pay,Rare,Gaurdian,Beast,Trident,3,19,2,1,0.5,13,3.5,1.04,0.02,1,1,1,4,13,39,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,??,,?�간,,,,,,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,4,21,2,1.5,0.5,16.5,3.5,1.06,0.02,1,1,1,4,18,52,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,근딜,,,?�간,,,?�것??,,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,5,23,2,2,0.5,20,3.5,1.08,0.02,1,1,1,4,24,70,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,?�딜,,,?�간,,,?�요?�음,,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,6,25,2,2.5,0.5,23.5,3.5,1.1,0.02,1,1,1,4,30,94,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,??,,,,,,,,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,7,27,8,3,2,27,14,1.12,0.08,1,1,1,4,100,124,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,8,35,4,5,1,41,7,1.2,0.04,1,1,1,4,120,224,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,9,39,4,6,1,48,7,1.24,0.04,1,1,1,4,140,344,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,10,43,4,7,1,55,7,1.28,0.04,1,1,1,4,160,484,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,11,47,4,8,1,62,7,1.32,0.04,1,1,1,4,180,644,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,12,51,4,9,1,69,7,1.36,0.04,1,1,1,4,200,824,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,13,55,4,10,1,76,7,1.4,0.04,1,1,1,4,220,1024,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,14,59,16,11,4,83,56,1.44,0.16,1,1,1,4,440,1244,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
Pay,Rare,Gaurdian,Beast,Trident,15,75,0,15,0,139,0,1.6,0,1,1,1,4,500,1684,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
