Name,Grade,Class,Brood,Belong,Level,Hp,HpUp,Def,DefUp,Atk,AtkAdd,AtkSpeed,AtkSpeedUp,MoveSpeed,AtkRange1,AtkRange2,CognitiveRange,UpgradeCost,BuyCost,CellCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,1,15,2,0,0.5,3,3.5,1,0.02,1,2,1,4,4,27,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,2,17,2,0.5,0.5,4.75,3.5,1.02,0.02,1,2,1,4,8,31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??,,,?�래??,종족,,,진영,,,체력,,,,방어??,,공격??(?�량),,공격?�도,,,,,,?�거�?
Wratih,Legend,Buster,Person,BloodMoon,3,19,2,1,0.5,6.5,3.5,1.04,0.02,1,2,1,4,13,39,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,??,,?�간,,,,,,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,4,21,2,1.5,0.5,8.25,3.5,1.06,0.02,1,2,1,4,18,52,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,근딜,,,?�간,,,?�것??,,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,5,23,2,2,0.5,10,3.5,1.08,0.02,1,2,1,4,24,70,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,?�딜,,,?�간,,,?�요?�음,,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,6,25,2,2.5,0.5,11.75,3.5,1.1,0.02,1,2,1,4,30,94,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,??,,,,,,,,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,7,27,8,3,2,13.5,14,1.12,0.08,1,2,1,4,100,124,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,8,35,4,5,1,20.5,7,1.2,0.04,1,2,1,4,120,224,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,9,39,4,6,1,24,7,1.24,0.04,1,2,1,4,140,344,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,10,43,4,7,1,27.5,7,1.28,0.04,1,2,1,4,160,484,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,11,47,4,8,1,31,7,1.32,0.04,1,2,1,4,180,644,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,12,51,4,9,1,34.5,7,1.36,0.04,1,2,1,4,200,824,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,13,55,4,10,1,38,7,1.4,0.04,1,2,1,4,220,1024,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,14,59,16,11,4,41.5,56,1.44,0.16,1,2,1,4,440,1244,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
Wratih,Legend,Buster,Person,BloodMoon,15,75,0,15,0,69.5,0,1.6,0,1,2,1,4,500,1684,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
