Name,Grade,Class,Brood,Belong,Level,Hp,HpUp,Def,DefUp,Atk,AtkAdd,AtkSpeed,AtkSpeedUp,MoveSpeed,AtkRange1,AtkRange2,CognitiveRange,UpgradeCost,BuyCost,CellCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,1,14,1.4,0,0,8,4,1,0.03,1,2.5,0,5,45,36,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,2,15.4,1.4,0,0,12,4,1.03,0.03,1,2.5,0,5,54,81,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??,,,?�래??,종족,,,진영,,,체력,,,,방어??,,공격??(?�량),,공격?�도,,,,,,?�거�?
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,3,16.8,1.4,0,0,16,4,1.06,0.03,1,2.5,0,5,63,135,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,??,,?�간,,,,,,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,4,18.2,1.4,0,0,20,4,1.09,0.03,1,2.5,0,5,70,198,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,근딜,,,?�간,,,?�것??,,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,5,19.6,1.4,0,0,24,4,1.12,0.03,1,2.5,0,5,77,268,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,?�딜,,,?�간,,,?�요?�음,,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,6,21,1.4,0,0,28,4,1.15,0.03,1,2.5,0,5,84,345,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,??,,,,,,,,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,7,22.4,5.6,0,1,32,20,1.18,0.12,1,2.5,0,5,140,429,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,8,28,2.8,1,0,52,8,1.3,0.06,1,3,0,5,180,569,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,9,30.8,2.8,1,0,60,8,1.36,0.06,1,3,0,5,220,749,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,10,33.6,2.8,1,0,68,8,1.42,0.06,1,3,0,5,260,969,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,11,36.4,2.8,1,0,76,8,1.48,0.06,1,3,0,5,300,1229,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,12,39.2,2.8,1,0,84,8,1.54,0.06,1,3,0,5,340,1529,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,13,42,2.8,1,0,92,8,1.6,0.06,1,3,0,5,380,1869,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,14,44.8,11.2,1,1,100,40,1.66,0.24,1,3,0,5,420,2249,1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
Eremedium,Legend,Rescue,Humanoid,RoyalGarden,15,56,0,2,0,140,0,1.9,0,1,3.5,0,5,999,2669,1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
